,id,text,likes,comments
567,#Bristruth29632,"Is it acceptable for me, who is straight, to bring my friend to a gay club in Bristol (obviously when the lockdown is all over)? There isn't one at home so I'd love to take him there but I'm not sure if it would be the right thing to do/if I would be welcome.",17,10
568,#Bristruth29623,How do brass players practice at uni? Don't want my neighbours / housemates to hate me when I go back to briz for starting the sax,7,14
569,#Bristruth29621,law students be throwing the word 'equity' around like they know what it means,54,21
570,#Bristruth29607,Anyone else quite concerned by the sheer number of typos (in English and German) on the final year German exam paper...?,0,0
571,#Bristruth29603,I feel so sorry for the police in this country and perhaps I'm bias I have family who have served and they have seen awful things not long after my cousin became a father for the first time he was called to a murder scene where a father had killed their own 3 month old daughter. Imagine going home after seeing that and pretending everything is fine. There are shit police men and women but most of them see things that not many of us would willingly do,79,12
572,#Bristruth29592,Any advice for recent graduates wanting to live in Bristol over summer with no where to stay? Any student sub letting going?,3,3
573,#Bristruth29586,"What's the longest time it's taken you to get over someone? I'm at 1 year and one month and I still feel deeply hurt by this person, still cry when I talk about what happened with us, and still feel this deep sense of disgust in his presence. And no, I wasn't assaulted by him or anything, but he did sleep with someone behind my back.",17,4
574,#Bristruth29585,After reading the last hundred Bristruths I have a suspicion that the statue of Colston may have been taken down 🤔,31,1
575,Admin post:,"
As a reminder to all of you who are graduating this summer and wish to take part in our event, sign up below:

https://forms.gle/hB8mMk9G4CfXMnDY8

The Bristruths Graduation event takes place on the 21st June, 12-2pm and we have a great day planned for you! As well as signing up using the link; click 'going' on our event page to stay up to date!

The admins xxx

DOCS.GOOGLE.COM
The Bristruths Graduation",1,0
576,#Bristruth29572,"Think riverside wins the award for the worst managed halls. You can't tell everyone it's alright to keep your things in your flat until your tenancy ends (3rd of July) , and then decide in secret (they literally didn't tell anyone until someone emailed asking about moving out) that actually you want everyone gone by the 22nd of june. I'm certain that this can't be legal",37,11
577,#Bristruth29565,When are we replace the colston statue with a public urinal?,20,3
578,#Bristruth29530,Sorry to whoever's Creams Deliveroo we stole but what kind of LOSER orders bubblegum cookies...,14,2
579,#Bristruth29519,"Is there any type of support which assists with helping students struggling financially to obtain smart business clothes for the interviews/work experience etc if unable to afford to buy things new? If not, would there be an interest for something like this. Lack of nice clothes is something that I have struggled with over the past two years and have found myself at firm presentations where I feel really low in confidence because of this. If something like this does already exist, I am really interested in trying to begin to set something up during summer after assessments are over. Any suggestions welcome!",13,6
580,#Bristruth29517,"I am sick of the student demographic condemning the Conservative party based on principle. I am a student and I am a Tory. I think the government has handled corona badly, and I am still a Tory. I believe in equal rights and black lives matter, and I am still a Tory. I don’t particularly like Boris, and I am still a Tory. Our political leanings do not influence our thoughts and many forget you vote for a party as a whole.",90,58
581,#Bristruth29516,"A note about my own privilege.

First things first, I do not now, nor have ever, considered myself bigoted in anyway. If you'd asked me what I thought about equality when I was 4 or 14 or 24 I'd have given you similar answers, although hopefully advancing a little over that time. The events I'm about to list, the things I've said and done, I did not consider prejudiced at the time. It is only through personal growth and education that I can look back now and see how they were wrong. Almost everyone has been guilty of this at one point or another. Those saying they haven't are either one in a million, lying to themselves because they can't face the truth, or just plainly still bigotted.

I feel that at the moment, with everything that is happening, it is more important than ever to recognise our own (often sub-concious) prejudices and privileges. So here goes. Here are some of the ones I have been guilty of, some of which I've only now recently considered.

""That's so gay"" was, for quite some time, the go to insult to use in my experience of primary and early secondary school. I used the word gay as an insult on many occasions. To me, it never meant homosexual. I thought the meaning had changed over time. I was wrong.
This is a privilege I hold through being 'straight'. I've never had to worry about telling my friends and family who I really was. I've never had to hide who I was in love with. I've never had to hide part of myself.
I'm sorry.

I've used sexist insults. I've used certain insults more about women than about men.
This is a privilege I hold through being a man. I've never had to worry about walking through a deserted place late at night. I've never had to think hard about how what I wore would be judged by other people. I've never had to be scared that my voice and ideas would go unheard in a group, simply because of what was between my legs.
I'm sorry.

I've been guilty of not considering my privilege when it comes to race. I've been at a work Christmas do on premises when it was closed to the public. A black man came up and stood outside. I went outside to tell him we were closed. He said ""I know"" and so I asked what he was doing there. I would have done the exact same to anyone, regardless of race. But I was guilty of not understanding how what I said may come across.
This is a privilege I hold through being white. I've never been asked what I was doing simply because I was standing around. I've never been interrogated by the police for doing absolutely nothing. I've never had to fear for my life simply because of the colour of my skin.
I'm sorry.

I've been guilty of being rude to taxi drivers. I've been in rushes and gotten annoyed when the destination has been misunderstood.
This is a privilige I hold through living in a country thats language is my first. I've never been shouted at to leave the country, simply for the language I was talking in. I've never been attacked for speaking to a friend. I've never been looked down upon for not being born in the country I am in.
I'm sorry.

I've dismissed older peoples views, simply because they were older.
This is a privilege I hold through being young. I've never had to worry about being mocked or patronised or ignored, simply because of my age.
I'm sorry.

I've used ableist language. When I was growing up ""that's so gay"" was probably on par with ""that's so retarded"" as the go to insult.
This is a privilige I hold through not being physically or mentally disabled. I've never had to worry about accessing a building that others could freely access. I've never had to worry about not being taken seriously, due to a speech impediment or hearing issue. I've never had to go through being asked to explain a traumatic story of how I became disabled to someone I barely know.
I'm sorry.

I've participated in jokes about all of the above and more. I've told them and laughed at them with friends. Yes, they were jokes. Yes, my friends and I all knew none of us really prescribed to those viewpoints. Yes, I thought that meant it was OK. I was wrong.
This is a privilige I hold through being a young, straight, white, able-bodied, male atheist. I have never been discriminated against based on anything. I have no idea what it's like, or what billions of people go through in this world on a daily basis. And I'm so sorry for my ignorance. I consider myself an ally, above all else. I have for some time now. I have made mistakes. Yes, I was much younger, but this is no excuse.

All we can do is fight to be better. To recognise our priviliges, our prejudices and our mistakes and then fight to create a society where they no longer exist.
Most people in the West hold some form of privilege. Be it from being white, male, straight, not-disabled, young, Christian or atheist. Many people hold multiple privileges as they are members of more than one of these groups. We MUST recognise these.
We must see when they are being taken advantage of, both by ourselves and others, from the past, present and future.
Only then can we begin to drive them away, and truly make the world a fairer, more loving and more beautiful society.",164,1
582,#Bristruth29506,"To those involved in the BLM protest in Bristol and tore down the Colston statue, thank you! A racist slave-trader should never have been immortalised and celebrated in the 1st place #BlackLivesMatter",931,1
583,#Bristruth29489,"#Bristruth29416
The university sending an email to show their support for BLM is better than them staying silent. We'd say they were exercising their privilege by not making a stance for the movement. In fact, you saying that it's hypocritical that they're showing support because the university was built off the slave trade can be applied to a lot of people that show their support today. I don't think those people or the university today want to be the benefactors of the slave trade, unfortunately they just are and they're moving in the right direction to do something about it.

And yes, they probably can and should do more, but that's a different argument. I'm just defending people who are at least acting positively for the movement; they shouldn't be attacked, they should be encouraged. A negative attitude won't get people on side as much as a positive attitude will.",34,0
584,#Bristruth29487,"In absolute shock at some of the ignorant posts i’ve seen about sympathy for Boris? To feel sympathy for this man is honestly just evidence that you’ve completely neglected the news and choose to be blind to every fatal mistake that he’s made leaving us with the highest death toll in Europe. Boris missed FIVE cobra meetings about COVID-19. He then put in place a suggested ‘stay at home’ while leaving pubs and clubs open? He raved about shaking hands with COVID-19 patients in one of his daily briefings and did not enforce lockdown until far too late. He DIDN’T put in place the fact that people arriving on planes would need to quarantine until May and has literally only just made it necessary to wear face coverings on public transport in June? This is literally only about 1% of his mistakes? Everything people are praising Boris on doing, the rest of Europe has been doing much better? It is honestly painful that you have so much respect for such an awful leader. Do your research. AND ONE MORE THING - saying Dominic Cummings was ‘doing what any parent would do’ when he drove his child across the country while his wife was suspected of having rona, I expect you all have this same energy when immigrants travel miles to free their children from war torn countries and awful home situations and if not seriously re-evaluate your morals.

Just because your parents tell you Boris is a good leader, take some initiative and do your own research and read the news it’s literally clear as day he is Dominic Cummings puppet master and just a terrible leader.",291,4
585,#Bristruth29486,"GOOGLE ZOE AMIRA, CINDY MARSHALL AND ANYONE ELSE POSTING VIDEOS DEDICATED TO BLM DONATIONS.

DO IT RIGHT FUCKING NOW. It costs you nothing! Make those videos the most viewed on Youtube right now.

Follow the instructions in the videos, don't skip the ads, keep sharing them, keep up with the new ones in case the other videos get demontised.

Donate while broke, DO SOMETHING aside from those black squares.",39,0
586,#Bristruth29481,The people that are very engaged in environmental/vegan activism but are not engaging at all in the black lives matter movement are the worst type of hypocrites. Value animal lives/rights above people’s lives and rights? You can’t claim to be for the environment if you don’t care about the people in it.,55,4
587,#Bristruth29480,Nah I have to laugh at this Uni saying black lives matter. The same uni that has most of it’s campus named after slave traders?,32,0
588,Admin post: Bristruths Graduation,"
We hope everyone is having a good pride month so far and exams are going well. For those of us who are in our final year of university, we’re coming up to a bittersweet time. Many of us should be celebrating with friends and spending way too much time in Lounge… Unfortunately this year, that is not the case. So, Bristruths is stepping in to help!

On Sunday 21st June Bristruths will be holding an online graduation for everyone graduating this year. The ceremony will take place on our Minecraft server, but will also be live streamed on the Bristruths page. Everyone graduating this year can take part (you don’t have to have Minecraft) and even if you’re not graduating there will be an opportunity to get involved!

After the ceremony, we will also have a quiz that everyone, including those not graduating, can take part in - prizes TBA. To end the day we will of course be heading to Lounge!

If you’re graduating this year, click going to the event, fill in the form below, and clear your calendar on the 21st!

https://forms.gle/EidPHP3u81FJhoST8

The Admins xxx

BRISTRUTHS
Bristruths Graduation",26,10
589,#Bristruth29469,"I can understand that people may feel quite fatigued with helping share news & facts, educating themselves on BME, calling people out on racist matters, or doing anything that would help bring change & justice. Do take rest if you need them, but please keep your feet on the pedals, your eyes on the road, and keep on fighting & don't give the fuck up. You're doing amazing xx",26,0
590,#Bristruth29460,Why does everyone live in Brighton ??,21,18
591,#Bristruth29458,The only thing I've learnt from revising ophthalmology is how to spell ophthalmology,21,5
592,#Bristruth29450,What are the demands/aims of the protests in the UK? Not asking bc I disagree with them just bc I don't know,0,2
593,#Bristruth29443,Shoutout to everyone taking the time to investigate the context of these protests. I’m seeing more Bristruths about racism in the UK and where you can find out more about it and it’s good that people here seem more willing to learn about a problem that many people prefer to not think about. Keep it up 👍!,25,0
594,#Bristruth29430,Does anyone know any podcasts/books about racism in the UK specifically? I’ve lived in a very white area all my life and have always thought racism still existed in the US but not here - I am only now starting to become aware of how racist our society still is (and I’m deeply sorry for how late that realisation came). I’m now trying to educate myself but don’t know where to start.,16,7
595,#Bristruth29426,"Pride was the happiest moment of my life. It’s a place where love is celebrated, and everyone is so supportive. I had my first kiss with my then girlfriend at london pride, and we got cheered on by a group of strangers. It was a little weird, but an incredible feeling, especially as my parents are homophobic. The LGBTQ+ community is a family, and pride is a chance to celebrate every single person in it. It makes me know that it’s okay to be gay!! #BristruthsPride",11,0
596,#Bristruth29424,"Please read, sign and share this petition asking Parliament to suspend the sale of tear gas, riot shields and rubber bullets to the US where they are being used against peaceful protesters, and for them to publicly condemn Trump's handling of the situation! We can't sit back and allow ourselves to indirectly support this unwarranted violence against innocent people.
http://chng.it/xJfQnMXq
See you all on Sunday 🥰💖",21,0
597,#Bristruth29420,"Whilst I'm loving the increased awareness of people in the UK for BLM and other movements currently in the US. Sharing a black square is about the laziest way of showing solidarity, and is actually doing harm by overloading BLM tags with loads of nothing instead of important information. PLEASE don't mindlessly share what's trendy just to get on the virtue signalling bandwagon. It's unintentionally doing more harm than good.

Amplify the voices you believe are powerful. Give those in your networks exposure to new ideas and the opinions of those leading these movements.

For tangible action, donate to a cause (if you can) or write to your local MP so that the UK government is compelled to denounce US domestic policy.

A black square is empty space on your feed that could go towards helping the cause. Silence is violence.",49,0
598,#Bristruth29419,PEOPLE!!! NOW IS NOT THE TIME FOR ONE NIGHT STANDS!!! FSSS!!!,2,0
599,#Bristruth29415,Admins I find it highly offensive that you don't find me funny all I ask is your validation,13,1
600,#Bristruth29400,"It’s your lucky day Bristol because you’re getting the supermarket political party pairing that nobody has asked for!

Waitrose: Conservatives. quite expensive and they include things like champagne flutes in their waitrose essentials range. Need I say more?

Sainsbury’s/Morrison’s LibDems. No one is really sure why these two supermarkets exists and yet there they are. Not really middle class enough to be tory but still somewhere M&S and Waitrose shoppers fear to tread - LibDems.

Better foods: Green Party. Do we really need an explanation? Everything is quite expensive but you can persuade yourself you’re healing the world by buying a small pack of nuts for £11 from a white woman with dreadlocks.

Tesco: Labour. Bit boring but usually there for you - they boast a banging meal deal and while they are out to fleece you on most of their products, they’re more affordable than other alternatives.

Scotmid: SNP. They put the word Scot in the name of a supermarket. Need I say more?

B&M home bargains: UKIP.

Lidl/Aldi: floating voter or minor parties. These guys know what’s up
and won’t be tied down to one supermarket and are savvy enough to know to shop around. Part of this is the fact they can’t tell whether they’re in Aldi or Lidl at any given time.

Co-op: Labour and Co-operative Party. Partially the name but also because although reliable and often present - no one really knows what the co-op or the Labour co-op Party are all about.

ASDA: non voters. Who needs to vote when your favourite snacks are on rollback? Everything is usually pretty cheap and the products aren’t really anything special. As a-political as you can get.

Iceland: Brexit Party. Despite being named after a European nation this is a special reserve for those who simply detest the idea of fresh food. Food more frozen than the ice caps that you don’t believe are melting. But you don’t need to worry about that when you’re chomping on a kebab pizza do you?",55,20
601,#Bristruth29399,"Are there any student publications that I can write articles for that are a bit more meaty than epigram / the tab? No offence intended to those guys, but I like writing and I'd like the opportunity to write a more longform type article about things not necessarily directly relevant to student life. If there isn't would somebody be willing to set one up? Or maybe its something politics soc / free speech soc could look into",3,4
602,#Bristruth29398,Moment of silence for all the Fresher sharks who won't be able to hunt their prey this autumn,40,36
603,#Bristruth29386,"Watch out for the HMRC income tax refund email scams everyone, don't fill out the form. HMRC will never ask for your details directly.",60,3
604,#Bristruth29383,"Basically every degree aside from like maths, physics and chemistry is gonna have module called ""the Great Fuck Up of 2020"" once this is over.",68,1
605,#Bristruth29380,I’m going to give the SU a chance to defend itself here.. what are you doing for students in terms of making sure we aren’t getting taken advantage of for the fact that we are paying full fees for some bullshit online learning next year?,85,1
606,#Bristruth29358,"Honestly hearing about other schools and faculties responses to the pandemic has made me really grateful for the school of earth science, who have been open with students the whole time even when the only answer they had was "" we don't know"" and who have also listened to student feedback about courses being overassessed. Lecturers have also been great at keeping things like PDG going and helping students get extensions and understanding when stuff is difficult!So shoutout to everyone in the earth science department admin helping us get through this, you rock!

(PS submitting this to an anonymous page so I don't get kicked out for that final pub)",26,3
607,#Bristruth29349,I’m trans and I’ve never been happier!,98,1
608,#Bristruth29338,"Is a refund reasonable?

I am definitely supportive of the cause, but the number of angry, demaning articles, headlines and facebook posts makes me feel obligated to speak out on this topic.

As an MSc student I am no stranger to the struggles of paying 9 grand a year for what is currently a bit of a shit show of a degree, but before we go throwing accusations around I think people should consider what they are asking for. The university has already frozen all non-essential spending and is doing all the can to preserve money to keep the lights on, including a freeze on hiring which leaves them in a problematic spot for coping with staff on sick leave etc. They are looking at significant debt over the next few years that will surpass the tens of millions.
On top of that, our lecturers are still working their full contracts trying to give is any semblance of the same quality of education we deserve. Many are infact working significant unpaid overtime hours to compensate for the need to completely redesign courses, exams and design next years syllabus' and teaching styles online. So when you demand a refund for your discomfort and annoyance, please consider what you're actually asking... where do you think the money is coming from? Who will suffer and why do you feel so entitled? Please respect that the staff are still working their hardest for us so the least we can do is treat them with equivalent respect and understanding.",109,3
609,#Bristruth29337,Where does Wales sit in the North South divide?,3,8
610,#Bristruth29330,Rupaul not even attempting to do his own makeup but then judging the other girls for how they do their own 🥴,46,18
611,"Dear Bristol,","
For many of us, June is a special month, not just because of exams (although we’re as excited as you are) but because it is LGBT+ Pride month. It is a chance for people of all ages, gender identities, and backgrounds to celebrate inclusion and openness. Whoever we are, and whoever we love; pride allows us to celebrate the amazing achievements we have made in the fight for equality. It highlights the problems and injustices we still face, as well as the amazing work that people all over the world do to achieve a more equal society.

The last week has seen a horrifying event take place in the United States. One that has triggered protests all over the globe, protests whose sole aim is justice and equality. These values are at the core of pride and for that reason Bristruths wants to start pride month by highlighting the work of BME LGBT+ activists, and the work they are doing to bring justice and equality to communities all over the world.

We have a number of exciting things planned over the coming month. This will include discussing the origins of pride; what we now consider to be a celebration that was originally born from violent protest at a New York bar and club. These protests were the catalyst for a huge change of policy and attitude towards the LGBT+ community.

We hope this campaign helps to educate as well as celebrate our amazing community and we look forward to sharing those stories with you.

The Admins xxx",307,1
612,#Bristruth29328,"React to the best/ultimate hummus flavours:

👍🏼(Plain Jane) normal hummus
❤️ Red pepper
😂 Caramelised onion
😮 Sweet chilli
😢 Moroccan
😡 Jalapeño",309,31
613,#Bristruth29315,We all know that the only reason people love double-barreled names is because they pad word counts in essays,19,0
614,#Bristruth29309,WHAT is with Hancock’s giant portrait of Liz in the background of every interview? Ffs.,19,1
615,#Bristruth29295,"the student union need to do something about the fees for the next year or organise some kind of protest. this is completely unacceptable, the level of teaching is not the same when it’s moved online. the student union used to be a radical force for change and student rights - now they are nothing more than a mouthpiece for the university expected to placate us and our rightful anger.",245,7
616,#Bristruth29283,The number of people I know that are breaking the lockdown rules is honestly scary. And they’re doing it for the most stupid reasons. You’ve lost my respect.,87,2
617,#Bristruth29281,Anyone know of good places to donate pads? I bulk bought a ton at the start of the year that I'm not planning to carry home.,6,4
618,#Bristruth29279,My low point of lockdown is having to email my tutor telling him I missed our zoom meeting cuz I forgot what day today was 😐,46,6
619,#Bristruth29237,"After months of research, it appears that only English students are the boys with a personality.",8,6
620,#Bristruth29236,didn’t attend spanish once in the last 4 months but it’s okay because I watched money heist instead,180,80
621,#Bristruth29225,I bet everyone who made fun of humanities degrees for being unemployable are feeling a bit silly now that we’re going into a global recession and we’re ALL unemployable 😌,212,16
622,#Bristruth29222,Does anyone know if the 'secondary rule' is applying to degree classifications this year?,0,2
623,#Bristruth29219,"idk if i’m just overly emotional lol but it makes me so happy when people have made efforts to stay in touch with me during lockdown, especially people i wasn’t even that close with before like coursemates i’d say hi to at lectures or occasionally hang out with at socials, big thank you to those people y’all make a real difference to others’ mental health even with just a check up message 🥰",183,2
624,#Bristruth29215,"If children are unable to learn their times tables and spelling online so need to go back to school before September, how on earth am I meant to teach myself a medical degree online",282,16
625,#Bristruth29213,"I think that lecturers should aim to keep their own political opinions out of their lectures and aim to cover issues from all sides of the spectrum. Otherwise, no matter their intention, they risk being labelled as biased. Recently a few of my lecturers have come across as being biased towards a certain viewpoint on contentious issues when I think they should attempt to be apolitical",52,8
626,#Bristruth29211,"If must be so stressful dating a writer, what if they write a play about you? Worse, what if they don't write a play about you??",34,8
627,#Bristruth29206,"Every single post about some degrees being more worthwhile than other degrees are, themselves, worthless. Whether you think engineers aren't as smart as pure mathematicians, or that arts are less valuables than sciences, or any other useless comparison, if everyone did the same degree, it would undermine the point of it a bit wouldn't it? It's like if everyone supported the same football team. It would be a boring game. The next time you think the world needs to know how redundant a certain degree is, please stop and consider how redundant that thought is x",111,3
628,#Bristruth29204,Why does no one on here understand that not all law students become lawyers and not all lawyers were law students?,42,6
629,#Bristruth29193,The peak of music was Horrible histories series 1-5.,178,50
630,#Bristruth29191,Raspberries got nothing on strawberries this time of year,16,1
631,#Bristruth29181,I named my animal crossing island Clifton so it feels like I’m back 😔,36,2
632,#Bristruth29167,"Humanities students! How many secondary sources do you generally reference in your bibliography for 4000 words?

👍🏻 10-20
❤️ 30-40
😂 40-50
😮 50-60
😥 60-70",26,19
633,#Bristruth29166,Bet the Noise Pages guy is absolutely LOVING quarantine,29,0
634,#Bristruth29164,"Starting a new game: Describe your first night back at lounge in 1 quote...

I came, I saw, I conquered.",4,4
635,#Bristruth29160,"There's a constant argument between londoners at bristol about which part of london is best, so :
👍- North
❤ - East
😡 - South
😆 - West",195,23
636,#Bristruth29114,"Guys I'm really struggling to do my uni work, I have the attention span of a",277,24
637,#Bristruth29101,I just want a hug.,62,3
638,#Bristruth29098,Say whatever you want about Shrek but Empreror's New Groove is the most underrated cartoon of all time and trumps Shrek in every category,104,11
639,#Bristruth29078,Thank god I caved to the message your ex in lockdown urge. Never would have remembered that we have nothing in common and he's quite mean otherwise. feel happy being single again now,4,0
640,#Bristruth29073,Perhaps my dumbest pet peeve is when lecturers use two very similar looking letters to solve a problem like no sir the problems are confusing enough without making sure I have to write both upper and lower case u readably differently ??,59,8
641,#Bristruth29069,"Another day, another failed attempt at convincing the world that Despicable Me is a top-tier movie 😔",25,2
642,#Bristruth29064,"Definitive Ranking of life sciences subjects
God tier:
Cellular and molecular medicine
Pharmacology
Biomedical sciences

Good tier:
Cancer biology and immunology
Medical microbiology
Biochemistry

Meh tier:
Physiology
Virology and immunology

Shit tier:
Zoology
Biological sciences

Not even worthy of the shit tier:
Psychology",88,193
643,#Bristruth29055,"To my lovely friend who I kept telling
- “I told you so!”
- “don’t sleep with him!”
- “better be good sex for all this trouble”
I miss telling you. Fancy being nostalgic and fucking up again...",6,8
644,#Bristruth29043,Ugh,125,3
645,#Bristruth29039,Anyone else surprised that the Fry building hasn’t mysteriously Caught fire so Bristol can start paying lecturers with that insurance money,40,7
646,#Bristruth29035,Only child syndrome is a real thing. They're just so stubborn and spoilt.,70,68
647,#Bristruth29027,I HATE BLACKBOARD,67,1
648,#Bristruth29026,What do you do if you've already done am integrated masters and now don't know what to do? Panic PhD?,26,19
649,#Bristruth29005,"Made up a fun drinking game for lectures and seminars, basically drink every time",26,3
650,#Bristruth29002,"Can we just talk about the BS from the chemsitry department that is giving 2nd, 3rd and 4th years only ONE extra hour on top of the typical exam time. Completely irresponsible and inconsiderate given the current situation 😡.",27,9
651,#Bristruth28999,Made out with 3 guys at pryzm one night and ended up getting oral herpes. Felt a bit like i was in mamma mia not knowing who gave it to me,48,18
652,#Bristruth28997,"i find skins too painful to watch at this time, even the backdrop of college green is enough to make my eyes prick",162,21
653,#Bristruth28995,Just got onto my panic masters (wooooo) and wondering if there Is anywhere/pages where I can try and find Postgraduate accommodation/potential flatmates??? Really don’t fancy halls and really don’t want to do a post in Clifton and stokey b so pls help me out xxxx,11,8
654,#Bristruth28991,feel like pure shit just wanna be back in sainsburys with the entirety of uni and bristol grammar school trying to fight my way to get a good meal deal,392,23
655,#Bristruth28986,All DJs make me want to die,12,10
656,#Bristruth28981,can someone please for the love of god tell actors that their on screen calls look 100 times more fake when the screen of their contact list is still lit up on their cheeks. It’s 2020 you’d think we’d be past this,6,0
657,#Bristruth28979,"Has anyone during lockdown realised that you can have just as much fun without going out, getting drunk, taking drugs and socialising?
That a good book in the sun with a cup of tea followed by an early night is actually much more satisfying than a big night in the Berkeley. That the course you've been neglecting for 3 years is really thought provoking and exciting.
Yeah me neither",299,19
658,#Bristruth28978,Just heard from someone I know that works in the timetabling team and he confirmed they'll release the June exam timetable in August. Fingers crossed!,348,63
659,#Bristruth28963,"Right, question
👍 spooning
💚 jetpacking
🤗 I’m just so alone and like being held. It doesn’t happen as often as I’d like but I don’t like showing emotion so just feel really safe when I’m embraced by someone and make the most of it.",27,2
660,#Bristruth28944,Pigs-in-blankets should be a year-round food. You can’t change my mind.,62,8
661,#Bristruth28930,"Can we organise sone sort of revolt against the physics department? A 6 hour, mostly maths, exam that they expect all students globally to do at the same time is unreasonable to the extreme.",57,10
662,#Bristruth28925,"2020 in 20 things:
1. Season 7 game of thrones
2. A sip of orange juice after brushing your teeth
3. Scaling St Michael’s hill when you’re late for important class
4. Hugh Brady
5. Big swig of off milk
6. Maxed out overdraft
7. Being woken up at 4am by your shit flatmates when you’ve got an exam the next day
8. Split binbag
9. Split binbag leaking some smelly liquid
10. Floor of Gravity at the end of BED monday
11. Flight delayed by 7 hours
12. Law students.
13. Take that back: replace with rugby boys
14. Herpes
15. A shit that won’t flush in a loo that’s not your own
16. Unwashed feet
17. Carol Baskin
18. The colour maroon
19. Screaming baby on a long haul flight
20. Spiders, esp. nasty ones",257,26
663,#Bristruth28922,The biggest tragedy of social distancing is that I can't overtake the slow walkers without getting too close,128,15
664,#Bristruth28920,"Another social distancing video from Brass Band, dedicated to the NHS!!
The Wind Beneath My Wings - an amazing trombone solo
https://www.youtube.com/watch?v=har9Yuf9zlA&feature=youtu.be&fbclid=IwAR3mKaBPYyjw-RMTSMJzAuV6Q10UgDx6GPDqYm7I6aRrIsOTfofF_ABYfx0",9,0
665,#Bristruth28892,"Tutors before the virus: don't just use Replay, you need to be coming to lectures in person to benefit from teaching.

The government, forcing people to learn online: nah I don't see why we should reduce tuition fees",344,4
666,#Bristruth28888,"Can we acc stop using the Karen meme, it is just blatantly misogynistic. Obviously we don't like entitled people, but women do not act more entitled than men and yet get most of the attention on social media for it.",38,39
667,#Bristruth28871,Does anyone know of some good companies/farms which are offering fruit or veg picking jobs over the summer? I am interesting in doing this as a summer job but not sure how to tell which companies are reliable and provide accommodation!,7,6
668,#Bristruth28834,How old is too old to still be watching Disney films? Asking for a friend...,1,5
669,#Bristruth28819,"How do you eat your cereal?

😂- cereal first then milk
😱- milk first then cereal
😡- milk then cereal then bowl",1,5
670,#Bristruth28812,"#Bristruth28788
Heads up to you boys, if she says she wants to go out with you after this, don't hold your breath, you have been warned-

Regards the gal chatting to 7 guys in her boredom",26,3
671,#Bristruth28797,"I don’t know what to do. Basically my mum took her pension early due to ill health last year after she left work to pay the mortgage and stop us getting evicted, as a result, I am getting the minimum amount of maintenance loan this year and no bursary (last year I got full amount and bursary but still struggled as I did not get any extra help from any other family members as I don’t have contact with them) I don’t know what to do - I might have to drop out as a job won’t even cover my rent next year let alone living costs. Any advice ?",17,7
672,#Bristruth28795,Does anyone know if we can defer dissertation to summer?,3,3
673,#Bristruth28782,"The real poll you've all been waiting for:
Which UK gameshow has the best theme tune.
👍 - The Chase
❤ - Catchphrase
😆 - Pointless
😮 - Countdown
😥 - Family Fortunes
😡 - Tipping Point",191,8
674,#Bristruth28776,Lakota closing is the best thing to happen to Bristol since the opening of Jason Donarvans,60,19
675,#Bristruth28764,"in the penultimate episode of glee season 3 vocal adrenaline outperformed the new directions and should have won nationals.

as for Rachel getting into NYADA when she choked on her audition, and Kurt smashing his audition and not getting in ... it's oversights like these that ruptured glee's integrity and turned it into a MEME.",31,29
676,#Bristruth28756,"If I’ve learned anything from this quarantine, it’s that I’m so fucking funny",114,44
677,#Bristruth28751,so happy this is anonymous.... my average screen time is 12 hours this week..... i have to tell someone.... this is a cry for help,58,26
678,#Bristruth28744,"Poll time:

Best speed to watch a lecture?

😡 o.5x
👍 1x
❤ 1.4x
😮 1.6x
😆 2x",41,16
679,#Bristruth28743,The saddest thing about this pandemic is that no one gets to see my sports fleece,64,69
680,#Bristruth28738,Don't even have to get out of bed and still no one goes to 9ams,19,0
681,#Bristruth28737,Any boyfriend that doesn’t support their girlfriends animal crossing addiction must be BURNT AT THE STAKES. thank you for my ted talk.,36,25
682,#Bristruth28733,"Degrees as Peep show characters

Jez: geography, philosophy, music, psychology

Mark: ancient history, politics, archaeology, classics

Sophie: anthropology, sociology

Super Hans: medicine, chemistry, criminology, pharmacology

Big Suze: english, theatre studies

Jeff: accounting, finance, economics

Gerard: biochemistry, geology

Dobby: computer science, geophysics

Johnson: law, management

Toni: marketing

Nancy: liberal arts, child studies, art history, religion and theology

Sophie’s cousin: graphic design

Elena: veterinary science, international business, zoology

Mark’s sister: dentistry, econometrics, maths, social policy

Zahra: languages, history

Zahra’s boyfriend: film, media

Joe (Jez’s boyfriend): engineering, sports science",114,94
683,#Bristruth28732,Call me old fashioned but I fucking despise video calls,63,13
