id,text,likes,comments
#Bristruth29430,does anyone know any podcastsbooks about racism in the uk specifically ive lived in a very white area all my life and have always thought racism still existed in the us but not here  i am only now starting to become aware of how racist our society still is and im deeply sorry for how late that realisation came im now trying to educate myself but dont know where to start,16,7
#Bristruth29426,pride was the happiest moment of my life its a place where love is celebrated and everyone is so supportive i had my first kiss with my then girlfriend at london pride and we got cheered on by a group of strangers it was a little weird but an incredible feeling especially as my parents are homophobic the lgbtq community is a family and pride is a chance to celebrate every single person in it it makes me know that its okay to be gay bristruthspride,11,0
#Bristruth29424,please read sign and share this petition asking parliament to suspend the sale of tear gas riot shields and rubber bullets to the us where they are being used against peaceful protesters and for them to publicly condemn trumps handling of the situation we cant sit back and allow ourselves to indirectly support this unwarranted violence against innocent people httpchngitxjfqnmxq see you all on sunday ,21,0
#Bristruth29420,whilst im loving the increased awareness of people in the uk for blm and other movements currently in the us sharing a black square is about the laziest way of showing solidarity and is actually doing harm by overloading blm tags with loads of nothing instead of important information please dont mindlessly share whats trendy just to get on the virtue signalling bandwagon its unintentionally doing more harm than good  amplify the voices you believe are powerful give those in your networks exposure to new ideas and the opinions of those leading these movements  for tangible action donate to a cause if you can or write to your local mp so that the uk government is compelled to denounce us domestic policy  a black square is empty space on your feed that could go towards helping the cause silence is violence,49,0
#Bristruth29415,admins i find it highly offensive that you dont find me funny all i ask is your validation,13,1
#Bristruth29400,its your lucky day bristol because youre getting the supermarket political party pairing that nobody has asked for  waitrose conservatives quite expensive and they include things like champagne flutes in their waitrose essentials range need i say more  sainsburysmorrisons libdems no one is really sure why these two supermarkets exists and yet there they are not really middle class enough to be tory but still somewhere ms and waitrose shoppers fear to tread  libdems  better foods green party do we really need an explanation everything is quite expensive but you can persuade yourself youre healing the world by buying a small pack of nuts for 11 from a white woman with dreadlocks  tesco labour bit boring but usually there for you  they boast a banging meal deal and while they are out to fleece you on most of their products theyre more affordable than other alternatives  scotmid snp they put the word scot in the name of a supermarket need i say more  bm home bargains ukip  lidlaldi floating voter or minor parties these guys know whats up and wont be tied down to one supermarket and are savvy enough to know to shop around part of this is the fact they cant tell whether theyre in aldi or lidl at any given time  coop labour and cooperative party partially the name but also because although reliable and often present  no one really knows what the coop or the labour coop party are all about  asda non voters who needs to vote when your favourite snacks are on rollback everything is usually pretty cheap and the products arent really anything special as apolitical as you can get  iceland brexit party despite being named after a european nation this is a special reserve for those who simply detest the idea of fresh food food more frozen than the ice caps that you dont believe are melting but you dont need to worry about that when youre chomping on a kebab pizza do you,55,20
#Bristruth29399,are there any student publications that i can write articles for that are a bit more meaty than epigram  the tab no offence intended to those guys but i like writing and id like the opportunity to write a more longform type article about things not necessarily directly relevant to student life if there isnt would somebody be willing to set one up or maybe its something politics soc  free speech soc could look into,3,4
#Bristruth29398,moment of silence for all the fresher sharks who wont be able to hunt their prey this autumn,40,36
#Bristruth29386,watch out for the hmrc income tax refund email scams everyone dont fill out the form hmrc will never ask for your details directly,60,3
#Bristruth29383,basically every degree aside from like maths physics and chemistry is gonna have module called the great fuck up of 2020 once this is over,68,1
#Bristruth29380,im going to give the su a chance to defend itself here what are you doing for students in terms of making sure we arent getting taken advantage of for the fact that we are paying full fees for some bullshit online learning next year,85,1
#Bristruth29358,honestly hearing about other schools and faculties responses to the pandemic has made me really grateful for the school of earth science who have been open with students the whole time even when the only answer they had was  we dont know and who have also listened to student feedback about courses being overassessed lecturers have also been great at keeping things like pdg going and helping students get extensions and understanding when stuff is difficultso shoutout to everyone in the earth science department admin helping us get through this you rock  ps submitting this to an anonymous page so i dont get kicked out for that final pub,26,3
#Bristruth29338,is a refund reasonable  i am definitely supportive of the cause but the number of angry demaning articles headlines and facebook posts makes me feel obligated to speak out on this topic  as an msc student i am no stranger to the struggles of paying 9 grand a year for what is currently a bit of a shit show of a degree but before we go throwing accusations around i think people should consider what they are asking for the university has already frozen all nonessential spending and is doing all the can to preserve money to keep the lights on including a freeze on hiring which leaves them in a problematic spot for coping with staff on sick leave etc they are looking at significant debt over the next few years that will surpass the tens of millions on top of that our lecturers are still working their full contracts trying to give is any semblance of the same quality of education we deserve many are infact working significant unpaid overtime hours to compensate for the need to completely redesign courses exams and design next years syllabus and teaching styles online so when you demand a refund for your discomfort and annoyance please consider what youre actually asking where do you think the money is coming from who will suffer and why do you feel so entitled please respect that the staff are still working their hardest for us so the least we can do is treat them with equivalent respect and understanding,109,3
#Bristruth29330,rupaul not even attempting to do his own makeup but then judging the other girls for how they do their own ,46,18
"Dear Bristol,", for many of us june is a special month not just because of exams although were as excited as you are but because it is lgbt pride month it is a chance for people of all ages gender identities and backgrounds to celebrate inclusion and openness whoever we are and whoever we love pride allows us to celebrate the amazing achievements we have made in the fight for equality it highlights the problems and injustices we still face as well as the amazing work that people all over the world do to achieve a more equal society  the last week has seen a horrifying event take place in the united states one that has triggered protests all over the globe protests whose sole aim is justice and equality these values are at the core of pride and for that reason bristruths wants to start pride month by highlighting the work of bme lgbt activists and the work they are doing to bring justice and equality to communities all over the world  we have a number of exciting things planned over the coming month this will include discussing the origins of pride what we now consider to be a celebration that was originally born from violent protest at a new york bar and club these protests were the catalyst for a huge change of policy and attitude towards the lgbt community  we hope this campaign helps to educate as well as celebrate our amazing community and we look forward to sharing those stories with you  the admins xxx,307,1
#Bristruth29328,react to the bestultimate hummus flavours  likeplain jane normal hummus love red pepper  caramelised onion shocked sweet chilli sad moroccan angry jalapeo,309,31
#Bristruth29315,we all know that the only reason people love doublebarreled names is because they pad word counts in essays,19,0
#Bristruth29309,what is with hancocks giant portrait of liz in the background of every interview ffs,19,1
#Bristruth29295,the student union need to do something about the fees for the next year or organise some kind of protest this is completely unacceptable the level of teaching is not the same when its moved online the student union used to be a radical force for change and student rights  now they are nothing more than a mouthpiece for the university expected to placate us and our rightful anger,245,7
#Bristruth29283,the number of people i know that are breaking the lockdown rules is honestly scary and theyre doing it for the most stupid reasons youve lost my respect,87,2
#Bristruth29281,anyone know of good places to donate pads i bulk bought a ton at the start of the year that im not planning to carry home,6,4
#Bristruth29279,my low point of lockdown is having to email my tutor telling him i missed our zoom meeting cuz i forgot what day today was ,46,6
#Bristruth29237,after months of research it appears that only english students are the boys with a personality,8,6
#Bristruth29236,didnt attend spanish once in the last 4 months but its okay because i watched money heist instead,180,80
#Bristruth29225,i bet everyone who made fun of humanities degrees for being unemployable are feeling a bit silly now that were going into a global recession and were all unemployable ,212,16
#Bristruth29222,does anyone know if the secondary rule is applying to degree classifications this year,0,2
#Bristruth29219,idk if im just overly emotional lol but it makes me so happy when people have made efforts to stay in touch with me during lockdown especially people i wasnt even that close with before like coursemates id say hi to at lectures or occasionally hang out with at socials big thank you to those people yall make a real difference to others mental health even with just a check up message ,183,2
#Bristruth29215,if children are unable to learn their times tables and spelling online so need to go back to school before september how on earth am i meant to teach myself a medical degree online,282,16
#Bristruth29213,i think that lecturers should aim to keep their own political opinions out of their lectures and aim to cover issues from all sides of the spectrum otherwise no matter their intention they risk being labelled as biased recently a few of my lecturers have come across as being biased towards a certain viewpoint on contentious issues when i think they should attempt to be apolitical,52,8
#Bristruth29211,if must be so stressful dating a writer what if they write a play about you worse what if they dont write a play about you,34,8
#Bristruth29206,every single post about some degrees being more worthwhile than other degrees are themselves worthless whether you think engineers arent as smart as pure mathematicians or that arts are less valuables than sciences or any other useless comparison if everyone did the same degree it would undermine the point of it a bit wouldnt it its like if everyone supported the same football team it would be a boring game the next time you think the world needs to know how redundant a certain degree is please stop and consider how redundant that thought is x,111,3
#Bristruth29204,why does no one on here understand that not all law students become lawyers and not all lawyers were law students,42,6
#Bristruth29181,i named my animal crossing island clifton so it feels like im back ,36,2
#Bristruth29167,humanities students how many secondary sources do you generally reference in your bibliography for 4000 words  like 1020 love 3040  4050 shocked 5060  6070,26,19
#Bristruth29164,starting a new game describe your first night back at lounge in 1 quote  i came i saw i conquered,4,4
#Bristruth29160,theres a constant argument between londoners at bristol about which part of london is best so  like north   east angry  south   west,195,23
#Bristruth29114,guys im really struggling to do my uni work i have the attention span of a,277,24
#Bristruth29098,say whatever you want about shrek but emprerors new groove is the most underrated cartoon of all time and trumps shrek in every category,104,11
#Bristruth29078,thank god i caved to the message your ex in lockdown urge never would have remembered that we have nothing in common and hes quite mean otherwise feel happy being single again now,4,0
#Bristruth29073,perhaps my dumbest pet peeve is when lecturers use two very similar looking letters to solve a problem like no sir the problems are confusing enough without making sure i have to write both upper and lower case u readably differently ,59,8
#Bristruth29069,another day another failed attempt at convincing the world that despicable me is a toptier movie ,25,2
#Bristruth29064,definitive ranking of life sciences subjects god tier cellular and molecular medicine pharmacology biomedical sciences  good tier cancer biology and immunology medical microbiology biochemistry  meh tier physiology virology and immunology  shit tier zoology biological sciences  not even worthy of the shit tier psychology,88,193
#Bristruth29055,to my lovely friend who i kept telling  i told you so  dont sleep with him  better be good sex for all this trouble i miss telling you fancy being nostalgic and fucking up again,6,8
#Bristruth29039,anyone else surprised that the fry building hasnt mysteriously caught fire so bristol can start paying lecturers with that insurance money,40,7
#Bristruth29035,only child syndrome is a real thing theyre just so stubborn and spoilt,70,68
#Bristruth29026,what do you do if youve already done am integrated masters and now dont know what to do panic phd,26,19
#Bristruth29005,made up a fun drinking game for lectures and seminars basically drink every time,26,3
#Bristruth29002,can we just talk about the bs from the chemsitry department that is giving 2nd 3rd and 4th years only one extra hour on top of the typical exam time completely irresponsible and inconsiderate given the current situation angry,27,9
#Bristruth28999,made out with 3 guys at pryzm one night and ended up getting oral herpes felt a bit like i was in mamma mia not knowing who gave it to me,48,18
#Bristruth28997,i find skins too painful to watch at this time even the backdrop of college green is enough to make my eyes prick,162,21
#Bristruth28995,just got onto my panic masters wooooo and wondering if there is anywherepages where i can try and find postgraduate accommodationpotential flatmates really dont fancy halls and really dont want to do a post in clifton and stokey b so pls help me out xxxx,11,8
#Bristruth28991,feel like pure shit just wanna be back in sainsburys with the entirety of uni and bristol grammar school trying to fight my way to get a good meal deal,392,23
#Bristruth28981,can someone please for the love of god tell actors that their on screen calls look 100 times more fake when the screen of their contact list is still lit up on their cheeks its 2020 youd think wed be past this,6,0
#Bristruth28979,has anyone during lockdown realised that you can have just as much fun without going out getting drunk taking drugs and socialising that a good book in the sun with a cup of tea followed by an early night is actually much more satisfying than a big night in the berkeley that the course youve been neglecting for 3 years is really thought provoking and exciting yeah me neither,299,19
#Bristruth28978,just heard from someone i know that works in the timetabling team and he confirmed theyll release the june exam timetable in august fingers crossed,348,63
#Bristruth28963,right question like spooning  jetpacking  im just so alone and like being held it doesnt happen as often as id like but i dont like showing emotion so just feel really safe when im embraced by someone and make the most of it,27,2
#Bristruth28944,pigsinblankets should be a yearround food you cant change my mind,62,8
#Bristruth28930,can we organise sone sort of revolt against the physics department a 6 hour mostly maths exam that they expect all students globally to do at the same time is unreasonable to the extreme,57,10
#Bristruth28925,2020 in 20 things 1 season 7 game of thrones 2 a sip of orange juice after brushing your teeth 3 scaling st michaels hill when youre late for important class 4 hugh brady 5 big swig of off milk 6 maxed out overdraft 7 being woken up at 4am by your shit flatmates when youve got an exam the next day 8 split binbag 9 split binbag leaking some smelly liquid 10 floor of gravity at the end of bed monday 11 flight delayed by 7 hours 12 law students 13 take that back replace with rugby boys 14 herpes 15 a shit that wont flush in a loo thats not your own 16 unwashed feet 17 carol baskin 18 the colour maroon 19 screaming baby on a long haul flight 20 spiders esp nasty ones,257,26
#Bristruth28922,the biggest tragedy of social distancing is that i cant overtake the slow walkers without getting too close,128,15
#Bristruth28920,another social distancing video from brass band dedicated to the nhs the wind beneath my wings  an amazing trombone solo httpswwwyoutubecomwatchvhar9yuf9zlafeatureyoutubefbclidiwar3mkabpyyjwrmtsmjzauv6q10ugdx6gpdqym7i6arrisotfoffabyfx0,9,0
#Bristruth28892,tutors before the virus dont just use replay you need to be coming to lectures in person to benefit from teaching  the government forcing people to learn online nah i dont see why we should reduce tuition fees,344,4
#Bristruth28888,can we acc stop using the karen meme it is just blatantly misogynistic obviously we dont like entitled people but women do not act more entitled than men and yet get most of the attention on social media for it,38,39
#Bristruth28871,does anyone know of some good companiesfarms which are offering fruit or veg picking jobs over the summer i am interesting in doing this as a summer job but not sure how to tell which companies are reliable and provide accommodation,7,6
#Bristruth28834,how old is too old to still be watching disney films asking for a friend,1,5
#Bristruth28819,how do you eat your cereal   cereal first then milk  milk first then cereal angry milk then cereal then bowl,1,5
#Bristruth28812,bristruth28788 heads up to you boys if she says she wants to go out with you after this dont hold your breath you have been warned  regards the gal chatting to 7 guys in her boredom,26,3
#Bristruth28797,i dont know what to do basically my mum took her pension early due to ill health last year after she left work to pay the mortgage and stop us getting evicted as a result i am getting the minimum amount of maintenance loan this year and no bursary last year i got full amount and bursary but still struggled as i did not get any extra help from any other family members as i dont have contact with them i dont know what to do  i might have to drop out as a job wont even cover my rent next year let alone living costs any advice ,17,7
#Bristruth28782,the real poll youve all been waiting for which uk gameshow has the best theme tune like  the chase   catchphrase   pointless shocked  countdown   family fortunes angry  tipping point,191,8
#Bristruth28776,lakota closing is the best thing to happen to bristol since the opening of jason donarvans,60,19
#Bristruth28764,in the penultimate episode of glee season 3 vocal adrenaline outperformed the new directions and should have won nationals  as for rachel getting into nyada when she choked on her audition and kurt smashing his audition and not getting in  its oversights like these that ruptured glees integrity and turned it into a meme,31,29
#Bristruth28756,if ive learned anything from this quarantine its that im so fucking funny,114,44
#Bristruth28751,so happy this is anonymous my average screen time is 12 hours this week i have to tell someone this is a cry for help,58,26
#Bristruth28744,poll time  best speed to watch a lecture  angry o5x like 1x  14x shocked 16x  2x,41,16
#Bristruth28743,the saddest thing about this pandemic is that no one gets to see my sports fleece,64,69
#Bristruth28738,dont even have to get out of bed and still no one goes to 9ams,19,0
#Bristruth28737,any boyfriend that doesnt support their girlfriends animal crossing addiction must be burnt at the stakes thank you for my ted talk,36,25
#Bristruth28733,degrees as peep show characters  jez geography philosophy music psychology  mark ancient history politics archaeology classics  sophie anthropology sociology  super hans medicine chemistry criminology pharmacology  big suze english theatre studies  jeff accounting finance economics  gerard biochemistry geology  dobby computer science geophysics  johnson law management  toni marketing  nancy liberal arts child studies art history religion and theology  sophies cousin graphic design  elena veterinary science international business zoology  marks sister dentistry econometrics maths social policy  zahra languages history  zahras boyfriend film media  joe jezs boyfriend engineering sports science,114,94
#Bristruth28723,ranking of bristol live music venues  8 vic rooms  it would be sick if they could remove the chairs and welcome different genres but the only gigs that arent prohibitively expensive are student classical ensembles occasional jazz even these cost more than the average bristol gig the whole place should really be more accommodating to music that isnt read out of books  7 mr wolfs  this may surprise many of you but wolfs has earned the place of second to last because its not big enough for its own hype if you give up on trying to get a good view you end up getting pissed on cheap thatchers and act more rowdy than anyone reasonably can be when watching bujo stand there awkwardly and play music thats way cooler than theyll ever be sorry bujo the only escape is the smoking area where you can watch posh freshers smoke malboroughs and listen to them chat philosophical bollocks at bored yet polite locals  6 thekla  always further away than you expect too many middleaged men standing at the peripheries or behind the netting on the top deck and the novelty of being on a boat wears off quicker than you expect however pretty well ventilated and smoking on a boat is nice when its not raining  5 the fleece  tribute bands play here almost every night but in between there are some occasional great gigs you can get a fair view from pretty much anywhere feels purpose built for live music almost makes up for the fact that the floor is unbelievably sticky and the bar staff are mean  4 o2 academy  difficult to get a good spot and youll encounter at least a few pissed locals who dont seem to know where they are or care however great sound system youll have a great time if you reach the front and you can get a 2 pint beer which fuels a great deal of enthusiasm  3 the louisiana  tiny secluded with a big age range in the gig attendees if you follow any small uk based artists a lot of them will stop off here on a small tour some gigs will flop but tickets are often cheap and the community vibe is very nice  2 rough trade  another pretty small venue hosts artists of the upandcoming variety like a radio 1 djs favourite new artist or something less often older people here which just means the atmosphere is a bit less uptight and theres more dancing and flailing good moshing can be found here  1 stokes croft crofters rights canteen social leftbank  brilliant places to see local artists fusion jams and alternative djs watch a rapper stand up grab the mic and go into a lyrical trance while the band blasts some disco funk fire stand barely a foot away from these geniuses creating music in the moment feel your body move with the rhythm look across and wave at that outlandish character that started talking to you at the bar whos wiggling around with a bottle of desperados in their hand the vibe is real nice always p s these pubs are better versions of wolfs dont  me,40,16
#Bristruth28720,save lakota update the planning committee to make a decision on whether planning permission should be granted for lakota to be converted into residential use is quietly going ahead via an online meeting this wednesday 29th april despite the lockdown unlike in a normal physical meeting members of the public will not be allowed to sit in and make an in person statement and thanks to the lockdown we are not able to hold a physical demonstration in my opinion this meeting being held in such circumstances is highly undemocratic we need to petition councillors alert the press and make a fuss we can not let lockdown silence us,123,38
#Bristruth28715,i know lockdown is a good time to learn a new skill but the saxophone player in clifton village needs to chiiiiilllll ear piercing renditions including but not limited to smash mouths all star and the mission impossible theme tune,36,15
#Bristruth28700,for all those who have already signed off their tenancy papers for the upcoming year with letting agencies or independent landlords do you plan on approaching them asking for a concession of any sort considering were not sure when inperson classes at university would start what do you plan on doing,13,1
#Bristruth28694,i bought animal crossing recently so to please my gf and play together while were apart though recently ive become bored and wanted to sell it yet at the same time ive developed a strange sort of loyalty to my villagers do i abandon them and grow up or carry on my virtual life of paying off my mortgage to a filthy racoon,15,7
#Bristruth28675,official ranking of people in general  god tier most people  shit tier english people who think they are comedic geniuses for hating wales youve just joined a 1000 year old tradition there archibald,145,37
#Bristruth28668,bristruth28621  i dont even know where the fuck to begin  mozart was a jumped up little prick who wrote his only listenable music when his brain was literally rotting   classicalbaroque  includes chopin mahler debussy sibelius who was alive until the mid 50s  purcell is normie tier scarlatti is average at best and if music was a colour corellis would be pale beige  go back to classic fm and take your ling ling 40 hours memes with you if youre studying music i hope youre taking some time to learn how utterly and completely wrong you are about literally everything,50,21
#Bristruth28666,nothing quite like letting a huge one rip during an online seminar and realising youve forgotten to mute your mic,9,2
#Bristruth28664,with so many bristol freshers away from uni traffic cones are now returning out of flats and back onto the streets nature really is taking back the earth wearethevirus,329,45
#Bristruth28659,if you could sacrifice one bristol club to end the covid19 pandemic which one and why gravity,231,51
#Bristruth28651,shall i just shag my annoying housemate so i dont have to talk to him at all next year,9,11
ADMIN POST:, bristruths puzzle competition  prize 1 x scrabble board game  how to win  use the attached image to solve the code  once youve sold the code send an email from your university of bristol email address to bristruthsgamesgmailcom with your answer in the subject box working in groups is encouraged as its a tough one so get everyone involved  please read all of the rules before submitting your answer  rules  1 the answer must be sent from your university email ending bristolacuk no other emails will be considered eligible for the prize  2 strictly one entry per person  3 your email address will only be used for the purpose of awarding the prize and will be deleted once the competition is over  4 submissions close on the 1st of may and a winner will be chosen at random from all correct entries  5 the winner will be contacted by email within 3 days of the competition closing  6 anyone involved in organising the competition is not permitted to enter  7 anyone breaking any of these rules will not be eligible for the prize  good luck,9,11
#Bristruth28637,someone please just nominate me for the album challenge i just wanna show off how edgy i am xxx,14,9
#Bristruth28627,nonnegotiable rice tier list  god tier jasmine rice basmati rice  good tier sushi rice glutinous rice  meh tier brown rice long grain rice  shit tier anything boil in the bag uncle fucking bens  european tier risotto rice paella rice pudding rice,102,46
#Bristruth28615,one of the biggest lessons ive learnt in three years at university whatever food it is whatever it says on the packet you stick it in the oven at 200c eventually at some point it will be cooked whatever it is thank you for coming to my ted talk,455,64
#Bristruth28606,getting so desperate even a northern accent is starting to sound good,42,54
#Bristruth28594,official british comedians ranking  top tier ricky gervais sean lock peter kay james acaster kevin bridges  very good tier david mitchell micky flanagan bob mortimer romesh ranganathan john bishop paul smith jason manford  decent tier frankie boyle rob brydon lee mack hugh dennis greg davies sacha baron cohen rhod gilbert stewart francis david odoherty michael mcintyre jimmy carr  average tier jack dee jon richardson josh widdicombe richard ayoade billy connolly danny bhoy rob beckett chris addison gary delaney tom allen sean walsh larry dean  shit mainly annoying tier lee evans jack whitehall alan carr shappi khorsandi joe lycett andy parsons angela barnes nish kumar miranda hart  absolute twat tier russel howard harry hill russel kane,109,113
#Bristruth28592,youre stuck in quarantine for the next 69  days with the 3rd person on your tag list who are you  baking   with ,18,189
#Bristruth28588,through my english degree i have come to realise that i am just part of the worlds most expensive book club,111,46
#Bristruth28572,feel like pure shit just want to be tagged in a pint challenge so i can flex my superior masculine energy by deleting a pint in 3 seconds,30,15
#Bristruth28570,turns out i too have a trust fund ill never be a real life socialist ,30,12
#Bristruth28568,my gf refused to buy the froggy chair on animal crossing ill blame it on covid for the lack in taste,32,0
#Bristruth28564,out of pure curiosity what societies have fleeces and which one can i join as a third year with the athletic capability of a thumb,44,23
#Bristruth28545,did charles and diana ingrim cheat on who wants to be a millionaire angry yes love no comment your theories,0,0
#Bristruth28537,if somebody messages you with just hey on tinder do you    respond angry  delete the match or leave them on read,2,2
#Bristruth28527,now that the tinder passport feature is free i think the award for best wingman of the year has to go to the duolingo owl,18,2
#Bristruth28526,best part of the day is if your parents leave to go food shopping get tf out from here,27,3
#Bristruth28516,has anybody else not done any work whatsoever since the lockdown i dont even know what i do during my days anymore its all been a blur all i remember is playing animal crossing,439,52
#Bristruth28513,unpopular opinion quids in at pryzm is the best night in bristol,65,70
#Bristruth28490,the team that put bcfs on this year raised over 10k and delivered perhaps the best event of the year   get involved next years show  httpswwwfacebookcombcfs2019posts1261934854012158,5,1
#Bristruth28486,like for the north heart react for the midlands angry react for the south im tryna see something,308,11
#Bristruth28477,im really tired of my younger brother playing the harpsichord,9,3
#Bristruth28468,just woke up in a cold sweat gasping for breath and with tears running down both my cheeks  it has to have been the worst nightmare ive ever had  i dreamt i was a uwe student,64,15
#Bristruth28465,realising today that ill probably never have sorrento chicken nuggets ever again has just tipped me over the edge,6,6
#Bristruth28456,half the people on insta are running 5ks and donating money while the other half are necking pints love the british,220,19
#Bristruth28455,right ive never slid into a girls dms before but this quarantine got me feeling lonely so guys and gals give me your best tips below,8,4
#Bristruth28449,anyone else get offended that theyre not nominated for all these challenges,15,7
#Bristruth28446,feel like pure shit just want these tiktok adverts to fuck right off,32,1
We are live!, join the server here 511789218625606  join the facebook group here httpswwwfacebookcomgroups864695947369573  donate to the bristruths nhs campaign httpswwwjustgivingcomfundraisingbristruthsnhs,32,14
#Bristruth28422,why does the remaining part of the academic year feel optional even though its not,405,19
#Bristruth28421,i recently found an app called dreamlab which is using mobile phone computing power to help fight covid 19 when you phone is charging above 80 battery and within safe temperatures it does calculations that will help with the reaserch going into covid it would be great if more people could download it  link vodafonecoukdreamlab,7,0
#Bristruth28420,are there any facebook pages  support for students staying in bristol after they graduate to find each other to rent a house together  feeling really worried as all my friends in bristol still have one more year of uni so i cant live with them cause of council tax reasons any help appreciated,7,2
#Bristruth28417,any language students anyone who wants to practice a language should download tandem its great and everyone is chill and wants to talk great fun at this difficult time,11,3
#Bristruth28405,you know a bristruth is funny when it has more laugh reacts than likes,13,0
#Bristruth28399,can someone compile a ranking of the different sports societies ,3,4
#Bristruth28384,although i believe in equality between men and women there are just some fundamental differences we have to learn to appreciate women dye their hair in a breakdown whilst men shave their heads and i think thats beautiful 3,72,24
#Bristruth28381,watching all the run 5 donate 5 nominate 5 insta stories thinking noones gonna nominate you because u cant run for shit also fyi everyone knows u lying when u pale faced and dont put up a screenshot of your run xx,7,8
#Bristruth28368,tinder at home is so shite wish id taken advantage by shagging all my bristol tinder matches before lockdown sent me home ,7,0
#Bristruth28365,realising that youll never go out with the boy youve always liked is absolutely gutting,9,3
#Bristruth28337,is it bad that i look at this whole corona thing and being sent home and think thank fuck i never have to see my horrible flatmate again yeah didnt think so either,23,17
#Bristruth28334,clapping for the nhs is great but staying home is better stayhome,80,0
#Bristruth28322,all this talk about people missing their flatmates but does anyone else just not,27,37
#Bristruth28320,as much as everyone shits on borris lets take a moment for how ill he seemed to be on the news get well soon you blithering idiot xx,135,1
#Bristruth28319,ive said it before but some of you need a reminder do not text your ex,48,13
#Bristruth28314,is it okay to slide into the dms of someone whos been in your suggested friends for ages like for yeah gotta do something in lockdown  for no thats creepy af,56,1
#Bristruth28310,need the help of the public to settle a debate that is tearing the flat apart who is better at baking love  mary berry like  nigella lawson,59,11
#Bristruth28309,hot drinks are all shit there is no hot bev that isnt better cold iced tea and coffee and chocolate milk are all superior to their steamier siblings food should be hot drinks should not what can a tea drinker do after burning their dainty mouth on a hot sausage roll chug boiling leaf water not to mention the people scalded some seriously injured in hot beverage related accidents how many people have been maimed by a frappucino fucking zero imagine boiling water until its physically dangerous just to wait for it to cool down again so you can actually drink it do people not realise that these drinks could simply be made at a drinkable temperature,162,90
#Bristruth28307,big up the civil engineering department theyve sorted out all the extension and exams changes so well and been so supportive big love,16,4
#Bristruth28301,official kendrick album ranking to pimp a butterfly good kid maad city untitled unmastered damn section 80  and to all you clever clogs i said album overly dedicated and prior are mixtapes,84,28
#Bristruth28297,when you study econ but you realise youll never reach the dazzling heights of dishy rishi ,35,24
#Bristruth28281,in the midst of this crisis i ask you a simple question  coco pops or bran flakes lovebrans forever bb they taste so good sadcoco pops enough said,3,9
#Bristruth28266,i think coronavirus has helped me solve politics labour decent at preventing a crisis shit at dealing with one conservative shit at preventing a crisis alright at dealing with one  lib dem im sorry im sorry im so so sorry,50,4
#Bristruth28263,this safety net rule doest make sense if i get 40 first term and 70 second term  final grade is 55 but if i get 70 first term and 40 second term final grade is 70 the final grade should be the exact same in both cases  shouldnt matter which order you get the grades,37,5
#Bristruth28262,vote which is better staying at home or staying in bristol during lockdown  shocked  home   bristol,1,3
#Bristruth28249,why is uob being so vague when uwe has a whole page on their website describing with their no detriment policy means  httpswww1uweacukstudentshealthandwellbeinguniversityhealthcentrecoronavirusguidancestudentsaspx,13,2
#Bristruth28243,when you lost track of the days didnt realise it was 1st april and complained to every person you knew about bristruths being 5 a month ,46,19
#Bristruth28240,which is the best  fire bending sad water bending angry earth bending shocked air bending,6,44
#Bristruth28224,complaining about how addicted to tiktok you are isnt a substitute for a personality,71,48
#Bristruth28211,one point if youve done it add points up and put total score in comments 1616 means you are a true isolation queen  1 posted a screenshot of all your friends on houseparty together on your instagram story 2 baked something bonus point for banana bread 3 shaved your head or cut your bangs 4 downloaded tiktok 5 made a tiktok 6 signed a petition of some sort 7 drunk significantly more alcohol 8 started seven week free trial of disney  9 referred to corona virus as rona 10 coughed once and looked up symptoms for corona virus 11 regretted coming home from bristol cos now ur stuck at home 12 not washed for 3 days 13 been nominated for a toilet roll challenge baby photo challenge or had to post an until tomorrow 14 googled how much gym equipment and weights cost and immediately closed the tab 15 received several emails from your school or faculty saying exactly the same thing,88,43
#Bristruth28179,why has the uni issued a no detriment policy but the faculty of science says that assessments will be counted its so unclear can someone explain,35,6
#Bristruth28166,missing the tuesday morning hawthorns fire alarm so much ive decided to make it my alarm on tuesdays now,17,4
#Bristruth28119,i have a one bedbath flat in bristol that im not using at the moment isolating at home i wanted to offer it up to any nhs staff that need to isolate in the coming weeks but dont know how to go about it any advicecontacts would be greatly appreciated x,40,4
#Bristruth28112,i have another game thats a bit like clap for the nhs but its called dont vote tory,428,18
#Bristruth28103,bristruths is recently just full of anxiety filled paragraphs understandably but i want everyone to know that its going to be okay and we will be back with our library crushes soon enoughlovelove,30,2
#Bristruth28094,i need a book from the library for an essay what am i meant to do,4,2
#Bristruth28092,how long does everyone think lockdown will last realistically love3 weeks shocked6 weeks like2 months 3 months angryover 3 months,436,7
#Bristruth28076,day 5 of family isolation and we now have a ping pong tournament running in the evenings for who has to do the washing up,26,2
#Bristruth28059,only just realised that hagrid is from bristol and honestly looking at it makes perfect sense,111,11
